queue_length,active_counters,avg_proc_time,crop_type,hour_of_day,day_of_week,waiting_minutes
14,5,4.68,WHEAT,14,2,13.9
7,4,4.74,CHANA,14,1,9.5
37,4,6.43,COTTON,16,2,73.1
22,4,5.9,COTTON,13,0,41.4
5,4,7.41,WHEAT,14,5,7.5
55,3,6.54,PADDY,8,5,128.0
2,6,4.53,PADDY,14,4,3.7
27,6,5.94,COTTON,9,5,33.2
21,3,5.74,COTTON,14,2,54.9
54,4,4.82,SOYBEAN,10,2,71.4
38,6,7.27,COTTON,16,3,56.1
15,2,6.92,WHEAT,12,4,62.9
21,4,5.19,MAIZE,14,4,28.7
10,3,5.27,CHANA,15,5,15.5
23,4,4.6,COTTON,9,2,33.0
58,2,5.39,COTTON,8,0,190.4
56,4,6.25,WHEAT,14,3,93.7
39,3,5.76,SOYBEAN,13,0,75.1
5,4,7.41,MAIZE,13,2,9.5
1,6,4.67,COTTON,9,4,2.0
13,5,6.27,PADDY,10,4,23.4
21,5,7.07,PADDY,11,0,37.9
26,4,5.94,PADDY,10,1,51.4
50,2,4.51,CHANA,9,2,99.7
45,3,5.23,CHANA,10,4,87.8
21,5,5.47,MAIZE,13,5,24.0
53,4,7.4,COTTON,16,1,121.3
18,3,7.24,COTTON,11,4,65.6
37,4,7.35,COTTON,13,5,90.5
45,3,6.98,CHANA,8,4,95.6
32,3,5.55,MAIZE,13,1,59.1
36,6,7.22,COTTON,10,0,69.8
17,5,7.45,WHEAT,16,2,26.5
35,4,5.55,SOYBEAN,11,1,53.6
49,6,5.28,PADDY,14,1,51.7
11,4,6.14,PADDY,11,4,20.2
21,4,5.06,WHEAT,13,5,28.8
52,2,4.6,COTTON,14,1,161.2
55,3,7.34,MAIZE,9,2,126.5
53,4,7.28,MAIZE,13,0,98.6
26,5,4.99,CHANA,15,5,22.9
4,4,5.72,COTTON,13,0,8.4
34,3,6.99,MAIZE,9,0,73.1
52,3,6.48,COTTON,11,2,171.8
48,5,5.68,PADDY,8,4,58.3
18,3,6.73,PADDY,14,5,48.0
40,4,7.19,CHANA,15,5,61.6
35,2,7.28,PADDY,9,2,133.0
41,2,5.64,COTTON,12,5,172.5
29,4,5.02,WHEAT,15,1,35.5
52,4,7.24,CHANA,15,3,81.1
29,3,4.78,WHEAT,12,3,55.6
38,3,6.67,COTTON,15,3,105.1
42,5,4.92,CHANA,13,0,41.1
21,3,5.67,WHEAT,12,5,47.5
42,4,5.73,CHANA,11,2,66.4
13,6,4.98,COTTON,12,5,17.9
49,3,7.27,MAIZE,11,2,137.7
41,5,4.51,CHANA,8,5,33.3
17,3,7.18,MAIZE,10,0,46.2
56,4,7.15,COTTON,15,1,120.3
9,4,5.45,CHANA,14,3,11.1
41,6,6.61,CHANA,14,3,43.2
1,3,5.26,MAIZE,10,5,2.0
2,4,6.78,PADDY,16,0,5.3
48,6,6.18,MAIZE,13,3,46.8
29,4,5.4,MAIZE,15,5,36.1
33,4,5.7,MAIZE,15,4,44.9
10,3,6.57,COTTON,10,5,34.1
50,4,7.22,SOYBEAN,11,2,99.9
58,2,4.89,MAIZE,13,3,148.6
40,2,6.21,CHANA,9,3,106.5
21,4,5.26,WHEAT,14,4,28.5
28,3,6.9,PADDY,9,1,68.1
11,6,4.71,MAIZE,12,5,9.5
55,5,6.57,MAIZE,11,1,85.6
34,4,5.02,PADDY,16,5,45.5
8,5,6.29,MAIZE,9,4,9.8
59,4,7.01,CHANA,14,1,101.2
22,3,6.77,SOYBEAN,14,0,48.5
8,4,6.76,MAIZE,14,4,13.7
49,3,6.05,PADDY,8,5,107.7
15,3,7.17,MAIZE,15,2,34.0
17,5,6.26,COTTON,9,2,24.3
23,4,7.25,CHANA,12,2,44.0
24,5,6.14,CHANA,9,5,27.1
45,3,6.02,SOYBEAN,12,3,99.5
19,4,5.17,COTTON,14,4,32.3
5,2,6.13,COTTON,13,4,20.9
32,4,4.92,SOYBEAN,12,1,44.2
44,4,7.11,WHEAT,11,4,94.5
1,4,6.53,MAIZE,15,4,2.0
23,3,7.48,COTTON,15,1,70.5
37,2,4.78,WHEAT,8,4,83.5
8,3,5.22,WHEAT,9,4,15.2
13,4,7.13,CHANA,10,0,24.8
8,5,5.69,MAIZE,8,5,8.2
57,3,5.9,CHANA,10,1,121.7
23,4,7.08,PADDY,15,0,42.3
43,5,6.07,CHANA,11,3,55.7
1,4,5.08,COTTON,14,1,2.0
45,4,7.18,COTTON,14,5,111.0
51,5,4.59,MAIZE,12,4,53.4
24,3,7.19,WHEAT,8,4,53.6
35,3,4.65,COTTON,11,0,81.4
24,2,6.5,CHANA,14,0,75.3
17,6,4.72,CHANA,12,3,17.2
5,5,6.62,MAIZE,9,3,5.0
20,4,4.6,CHANA,15,5,23.9
21,2,7.03,SOYBEAN,9,4,67.3
40,4,5.9,MAIZE,15,2,53.4
58,3,4.78,MAIZE,9,3,85.2
31,2,6.62,COTTON,12,4,152.1
46,4,5.97,MAIZE,11,3,79.5
36,6,5.07,PADDY,8,1,34.0
11,5,4.55,COTTON,15,0,12.2
52,4,5.75,COTTON,10,4,114.2
15,2,4.76,SOYBEAN,11,3,40.6
19,3,4.78,COTTON,11,0,47.6
7,3,5.3,WHEAT,12,2,13.1
51,4,6.39,CHANA,10,3,89.8
28,5,6.09,CHANA,16,4,32.6
51,4,4.71,MAIZE,11,1,73.2
43,4,7.41,SOYBEAN,11,0,91.4
58,2,7.16,CHANA,13,0,200.9
5,3,5.28,WHEAT,15,1,6.9
5,4,4.87,SOYBEAN,14,4,4.8
30,3,7.33,PADDY,11,5,96.6
54,4,5.88,CHANA,11,2,89.0
32,5,5.43,COTTON,12,5,51.7
8,4,5.97,WHEAT,12,1,14.4
10,2,6.82,WHEAT,8,2,33.8
38,3,5.01,CHANA,15,4,50.5
47,4,6.8,MAIZE,12,3,90.8
32,4,6.75,PADDY,10,3,74.3
48,4,6.12,COTTON,10,5,112.5
28,4,7.1,PADDY,11,4,67.2
17,4,4.9,PADDY,14,2,23.1
31,4,6.29,CHANA,12,5,55.1
8,3,5.85,COTTON,8,1,17.7
40,5,5.77,CHANA,12,5,50.2
25,3,5.26,CHANA,12,4,48.6
9,2,5.62,MAIZE,13,4,27.3
2,4,4.82,WHEAT,14,3,3.3
15,4,5.25,MAIZE,12,1,22.5
50,5,5.32,MAIZE,9,3,46.7
3,4,6.66,CHANA,9,2,4.5
49,5,4.65,MAIZE,11,2,49.4
36,5,6.45,MAIZE,8,0,44.1
4,4,5.16,SOYBEAN,14,4,3.7
14,4,4.75,COTTON,8,1,20.0
41,4,5.4,WHEAT,10,1,64.6
41,6,5.17,COTTON,14,3,48.4
25,4,6.16,WHEAT,13,5,39.2
58,3,5.57,SOYBEAN,14,5,107.8
55,4,7.4,CHANA,12,3,110.7
50,3,7.39,WHEAT,15,5,117.1
10,4,5.83,WHEAT,13,1,15.9
21,3,6.89,WHEAT,11,3,55.1
36,4,4.54,SOYBEAN,8,5,35.1
12,5,6.14,COTTON,9,0,20.1
27,3,6.73,SOYBEAN,13,4,58.1
40,2,5.15,WHEAT,11,0,124.8
2,3,4.68,MAIZE,10,5,3.4
54,4,4.97,WHEAT,14,2,69.1
13,3,5.83,MAIZE,14,1,27.3
53,3,6.02,CHANA,9,0,92.1
32,3,5.64,SOYBEAN,15,0,54.8
31,4,5.82,MAIZE,8,3,43.9
16,3,5.91,SOYBEAN,14,3,32.5
32,4,6.81,PADDY,8,3,58.6
32,2,4.82,COTTON,10,5,117.4
34,4,6.81,PADDY,10,2,76.5
11,3,6.57,MAIZE,9,0,23.6
10,4,6.72,PADDY,12,4,20.6
15,3,6.7,COTTON,11,3,52.8
17,4,5.91,MAIZE,13,2,25.6
40,5,5.13,CHANA,9,5,36.2
18,5,6.11,CHANA,11,2,23.4
55,4,7.37,COTTON,14,3,137.2
9,4,6.27,COTTON,8,1,18.7
25,5,4.53,MAIZE,10,0,24.7
40,4,4.68,SOYBEAN,8,3,42.1
59,3,7.48,MAIZE,9,4,137.2
14,5,4.72,SOYBEAN,16,0,12.6
58,4,4.64,SOYBEAN,12,2,75.0
25,3,5.56,SOYBEAN,11,4,51.3
50,3,7.41,MAIZE,11,0,144.1
22,3,5.46,WHEAT,15,4,38.8
52,4,5.73,WHEAT,10,2,88.2
30,3,6.4,CHANA,11,3,71.4
20,3,4.57,WHEAT,9,4,27.0
21,3,7.19,WHEAT,13,3,54.1
44,4,6.06,SOYBEAN,16,2,60.7
32,4,5.9,SOYBEAN,11,2,50.7
51,3,7.08,COTTON,13,4,163.6
46,2,7.36,SOYBEAN,11,4,190.6
49,3,5.77,MAIZE,9,2,88.8
56,5,5.02,COTTON,13,4,75.1
21,4,6.95,COTTON,14,4,50.2
35,4,5.71,WHEAT,11,4,57.9
58,2,7.31,SOYBEAN,14,5,209.3
32,4,7.35,WHEAT,15,4,55.8
30,4,4.84,SOYBEAN,10,0,41.7
55,3,7.37,WHEAT,9,2,129.9
39,3,5.6,WHEAT,12,2,86.2
49,4,6.44,WHEAT,9,1,75.0
12,5,4.6,MAIZE,12,3,14.3
41,5,7.17,CHANA,13,1,56.3
47,4,6.42,WHEAT,15,4,70.9
18,4,6.43,PADDY,13,4,36.5
21,3,7.21,PADDY,11,0,66.3
13,4,6.03,PADDY,10,0,27.3
21,4,5.73,MAIZE,9,0,30.1
8,3,7.1,COTTON,8,0,23.3
46,5,6.73,WHEAT,9,0,59.2
40,3,7.35,PADDY,9,0,106.9
46,3,7.32,MAIZE,12,0,127.8
7,4,5.65,COTTON,16,0,10.0
23,4,5.84,PADDY,8,5,37.0
44,4,5.27,SOYBEAN,11,0,64.3
32,3,6.48,CHANA,14,2,68.1
11,5,5.59,WHEAT,10,0,14.4
22,4,6.86,CHANA,15,3,34.2
22,4,4.86,CHANA,10,0,27.7
43,6,4.85,SOYBEAN,15,5,32.3
25,4,5.11,SOYBEAN,9,4,28.1
22,3,4.75,SOYBEAN,12,5,40.2
28,4,6.36,COTTON,11,5,70.8
29,2,4.94,PADDY,16,4,75.0
13,2,4.98,WHEAT,10,0,37.7
18,4,4.54,SOYBEAN,12,0,22.7
2,6,6.85,MAIZE,16,4,2.6
29,3,6.94,WHEAT,13,3,67.0
21,4,4.99,WHEAT,9,1,24.9
15,3,6.72,WHEAT,8,2,31.6
52,4,5.8,SOYBEAN,8,4,67.7
27,4,5.22,SOYBEAN,14,0,35.6
50,4,6.36,PADDY,9,2,85.2
31,3,5.04,SOYBEAN,14,0,52.4
15,4,6.77,SOYBEAN,8,1,21.3
51,6,4.64,WHEAT,11,1,46.2
23,4,7.38,PADDY,11,4,55.6
24,4,4.72,CHANA,12,2,31.5
44,5,6.24,SOYBEAN,8,5,48.1
13,2,7.21,MAIZE,14,2,48.5
22,4,4.54,SOYBEAN,9,5,24.9
43,5,6.0,CHANA,9,1,41.1
37,2,5.55,WHEAT,15,0,97.3
33,4,6.24,PADDY,16,5,51.8
56,3,5.18,WHEAT,13,5,101.5
3,4,4.69,COTTON,8,4,5.5
54,4,6.38,SOYBEAN,8,3,76.9
19,3,5.75,MAIZE,14,1,38.9
23,4,6.37,COTTON,15,5,46.6
29,3,5.13,SOYBEAN,10,1,56.2
30,4,5.52,COTTON,16,4,49.5
39,3,6.19,CHANA,11,0,88.1
44,5,6.28,SOYBEAN,11,2,64.5
47,2,5.62,MAIZE,10,1,150.6
25,5,5.34,SOYBEAN,15,4,25.8
37,4,5.32,COTTON,16,4,57.9
47,3,5.02,PADDY,8,4,81.5
8,4,5.48,COTTON,9,2,11.5
42,4,5.1,SOYBEAN,8,1,48.3
58,4,6.4,SOYBEAN,11,5,105.9
16,3,6.21,PADDY,14,4,35.9
8,4,5.65,WHEAT,14,2,13.3
1,3,5.48,PADDY,13,0,2.0
44,2,5.21,WHEAT,12,3,133.7
5,4,6.11,MAIZE,11,1,9.7
3,2,7.26,SOYBEAN,15,2,9.1
1,3,6.56,CHANA,14,3,5.5
4,2,6.73,CHANA,8,3,12.5
40,3,7.0,COTTON,13,2,125.6
35,3,5.55,PADDY,9,5,69.9
32,6,4.69,PADDY,11,5,35.1
42,2,6.37,CHANA,12,2,147.3
34,4,5.07,WHEAT,15,2,42.3
43,3,6.21,PADDY,13,4,106.7
25,5,6.72,WHEAT,9,0,33.7
10,2,6.85,WHEAT,12,5,41.8
21,6,5.41,WHEAT,12,4,21.7
46,4,6.04,WHEAT,13,3,74.8
39,2,6.36,COTTON,8,3,150.2
27,5,6.96,COTTON,15,3,46.1
27,4,6.78,CHANA,10,2,49.1
2,3,7.46,COTTON,12,1,8.5
41,4,4.52,MAIZE,14,4,49.6
48,5,5.81,PADDY,10,1,73.1
13,4,5.27,MAIZE,13,0,15.5
9,3,4.86,COTTON,12,0,23.5
52,4,7.23,PADDY,14,4,112.2
36,4,7.49,PADDY,10,3,91.5
22,5,5.04,WHEAT,9,5,22.4
42,4,4.62,CHANA,11,0,54.0
26,3,5.33,WHEAT,10,1,53.4
58,5,7.0,WHEAT,11,1,97.0
54,3,5.38,MAIZE,14,5,102.9
12,3,4.67,COTTON,12,2,27.4
17,4,4.66,MAIZE,11,3,21.1
14,4,5.78,COTTON,13,2,27.4
14,2,7.3,MAIZE,14,4,54.0
57,4,5.36,PADDY,12,0,101.2
34,4,5.78,COTTON,14,5,68.7
53,4,4.81,COTTON,10,5,94.9
57,5,5.98,MAIZE,14,5,67.9
20,4,6.59,SOYBEAN,10,2,39.1
11,2,5.31,PADDY,13,2,32.3
16,3,5.39,PADDY,15,4,31.1
51,6,7.03,SOYBEAN,13,1,61.7
31,2,4.53,MAIZE,10,1,81.5
55,4,6.41,MAIZE,12,4,100.9
6,4,5.68,PADDY,16,5,11.0
56,4,5.4,MAIZE,15,1,70.6
19,2,6.47,CHANA,13,4,59.1
37,4,7.0,CHANA,16,1,59.1
58,4,6.18,SOYBEAN,9,4,80.2
4,6,4.59,COTTON,16,1,2.8
47,3,5.88,CHANA,13,5,87.7
4,4,5.89,MAIZE,16,2,7.3
20,4,6.13,SOYBEAN,11,2,35.0
10,4,6.51,CHANA,12,5,16.9
24,4,4.56,WHEAT,9,1,23.8
54,3,6.01,SOYBEAN,10,5,123.3
35,3,6.26,PADDY,8,4,77.1
26,4,5.53,CHANA,11,2,36.3
37,4,6.51,PADDY,9,0,64.2
38,4,5.18,SOYBEAN,9,1,46.0
21,3,5.45,CHANA,8,0,34.4
54,3,7.39,PADDY,9,0,141.6
40,2,5.54,COTTON,11,3,166.8
39,2,5.54,COTTON,13,0,144.3
21,4,6.29,WHEAT,14,0,36.6
10,5,7.41,MAIZE,14,5,12.3
38,3,7.45,SOYBEAN,14,3,92.7
46,3,6.24,MAIZE,11,3,110.5
4,3,4.5,MAIZE,12,3,4.0
57,4,7.2,PADDY,10,4,135.3
45,2,6.21,WHEAT,8,3,130.9
20,5,5.6,SOYBEAN,15,5,20.9
17,4,6.99,COTTON,14,4,39.1
55,6,5.7,MAIZE,16,1,48.0
7,5,4.6,PADDY,11,4,7.6
4,4,6.96,MAIZE,12,1,9.1
29,4,6.14,CHANA,12,3,48.2
14,3,5.51,COTTON,14,3,36.0
3,4,5.25,MAIZE,16,1,5.5
24,5,6.28,CHANA,15,2,25.9
37,2,5.12,CHANA,14,5,90.5
16,5,5.47,PADDY,8,4,18.0
58,3,6.41,PADDY,13,5,149.7
55,5,7.14,CHANA,16,5,67.8
52,5,6.1,WHEAT,14,0,66.3
4,4,6.78,MAIZE,8,3,6.6
56,4,6.79,CHANA,16,4,83.9
24,4,6.49,CHANA,10,5,42.4
34,5,5.24,PADDY,16,4,40.6
30,6,7.1,MAIZE,11,5,41.4
18,4,5.81,SOYBEAN,16,3,23.4
19,4,4.63,COTTON,15,5,28.2
31,4,5.23,PADDY,14,1,46.4
19,5,6.8,MAIZE,11,3,30.7
49,4,4.71,MAIZE,16,4,53.1
46,5,4.94,WHEAT,11,2,55.6
19,4,6.58,COTTON,8,5,40.1
22,2,7.18,PADDY,13,1,92.6
24,4,6.4,PADDY,11,3,49.5
45,4,5.17,SOYBEAN,10,0,62.4
12,3,4.66,WHEAT,12,3,22.3
30,3,6.35,WHEAT,10,4,71.7
58,4,4.64,MAIZE,16,4,62.5
38,2,6.34,MAIZE,13,0,123.1
53,3,5.18,PADDY,10,1,121.7
31,4,7.21,SOYBEAN,12,4,62.7
36,6,5.93,PADDY,15,1,37.0
19,4,5.17,CHANA,15,1,22.7
48,6,7.06,MAIZE,13,3,56.5
45,4,5.26,CHANA,12,1,65.1
36,3,5.42,SOYBEAN,12,5,76.0
30,4,7.0,PADDY,8,4,57.3
55,4,5.43,MAIZE,9,4,68.9
49,4,5.73,SOYBEAN,11,2,77.2
55,2,5.54,PADDY,13,1,180.7
33,4,4.85,PADDY,14,2,45.2
18,2,4.62,CHANA,8,3,36.3
52,4,6.67,COTTON,15,2,106.6
49,3,6.44,WHEAT,8,1,98.3
59,4,5.35,MAIZE,16,4,71.8
28,4,5.39,WHEAT,11,3,42.5
59,2,7.34,SOYBEAN,14,1,218.2
47,4,7.46,WHEAT,13,3,94.6
11,4,5.92,CHANA,16,0,16.8
57,5,6.91,COTTON,9,1,98.5
54,5,6.71,MAIZE,14,0,73.6
45,4,5.39,PADDY,12,2,77.4
33,4,4.68,PADDY,14,1,47.9
17,3,4.93,CHANA,8,0,25.8
6,3,7.01,MAIZE,16,5,14.3
4,3,6.69,WHEAT,8,4,6.9
20,4,6.49,PADDY,12,2,43.1
48,3,4.89,WHEAT,15,1,74.6
47,2,6.42,CHANA,8,1,131.8
27,4,6.82,PADDY,14,4,52.8
15,4,7.08,SOYBEAN,9,4,21.1
6,4,4.54,COTTON,14,0,8.0
47,2,6.55,WHEAT,14,0,157.4
14,4,4.56,MAIZE,16,0,14.2
11,4,6.62,WHEAT,13,3,18.2
39,4,6.41,WHEAT,11,2,72.0
9,3,4.95,WHEAT,14,1,16.2
26,4,6.8,CHANA,14,2,42.2
16,5,4.71,CHANA,11,4,15.9
5,3,6.98,MAIZE,9,5,12.9
57,6,5.29,CHANA,16,2,43.4
52,4,6.57,MAIZE,15,2,80.2
10,3,7.27,MAIZE,12,0,26.4
50,4,5.52,CHANA,12,4,75.3
3,2,6.01,PADDY,8,2,9.4
13,3,5.89,CHANA,16,1,22.4
43,4,4.97,PADDY,15,0,55.0
49,4,6.27,SOYBEAN,12,2,84.4
30,5,6.73,CHANA,13,4,38.5
54,4,7.25,SOYBEAN,15,5,90.3
45,3,7.05,CHANA,13,1,100.0
6,4,6.03,SOYBEAN,11,5,12.7
17,4,6.66,COTTON,10,4,41.7
59,5,6.9,SOYBEAN,14,4,81.4
45,5,5.98,PADDY,9,4,58.8
51,5,4.85,WHEAT,14,5,51.4
53,4,5.81,MAIZE,8,3,71.4
19,4,7.03,SOYBEAN,12,1,39.6
42,3,6.29,WHEAT,16,4,85.3
35,6,6.67,COTTON,8,3,48.4
46,3,5.06,COTTON,15,0,94.0
26,2,7.39,PADDY,16,3,102.1
51,3,5.71,PADDY,16,0,101.7
5,4,6.46,SOYBEAN,15,5,6.9
29,4,4.56,CHANA,11,3,36.0
37,4,4.88,COTTON,14,5,60.6
20,6,6.85,WHEAT,8,4,22.1
49,5,7.4,CHANA,14,3,71.8
21,3,5.46,COTTON,13,3,49.1
10,3,4.61,SOYBEAN,12,4,16.3
5,5,5.58,COTTON,8,0,8.5
36,5,4.55,PADDY,15,4,38.6
6,4,5.08,WHEAT,8,1,5.6
26,4,6.76,WHEAT,8,3,40.8
4,3,7.31,PADDY,10,1,10.9
39,5,4.76,CHANA,15,4,29.4
39,4,6.17,PADDY,15,5,64.5
50,4,5.26,WHEAT,14,4,70.0
35,2,4.92,SOYBEAN,12,2,96.0
1,5,5.16,CHANA,15,1,2.0
24,4,6.23,MAIZE,9,2,34.7
57,3,4.7,COTTON,15,1,107.6
36,4,5.8,MAIZE,9,5,48.6
6,4,4.91,SOYBEAN,12,2,10.3
41,4,5.32,MAIZE,11,2,61.8
54,4,5.07,CHANA,8,1,59.4
46,4,7.15,WHEAT,12,4,96.8
44,5,6.62,WHEAT,14,0,60.4
57,2,7.11,SOYBEAN,8,4,182.9
31,3,5.65,MAIZE,9,0,50.6
20,3,5.44,CHANA,16,1,32.6
24,4,5.64,COTTON,12,3,49.7
25,4,4.56,MAIZE,14,4,28.0
36,5,6.67,MAIZE,9,2,44.5
21,4,5.55,COTTON,14,4,37.1
30,4,5.44,PADDY,14,1,50.0
24,6,6.29,SOYBEAN,14,3,23.9
44,3,5.81,CHANA,12,3,96.4
42,5,7.44,SOYBEAN,16,4,57.4
30,4,5.57,COTTON,9,4,49.9
22,4,6.34,CHANA,11,5,37.4
28,4,5.43,WHEAT,9,4,36.4
7,4,7.47,WHEAT,15,1,15.0
35,3,5.84,CHANA,8,0,60.9
55,4,6.4,SOYBEAN,16,5,80.8
28,4,4.88,SOYBEAN,12,0,37.8
14,5,6.7,WHEAT,10,2,21.3
56,4,5.31,WHEAT,11,1,88.6
10,5,5.85,COTTON,8,5,16.2
16,4,7.15,CHANA,10,3,30.8
16,4,7.41,SOYBEAN,15,5,25.7
54,4,5.77,COTTON,9,2,93.2
31,4,7.0,SOYBEAN,9,3,46.5
42,6,4.66,WHEAT,16,5,30.3
25,4,7.04,CHANA,12,3,47.4
13,4,6.39,PADDY,12,4,27.4
6,2,5.97,CHANA,8,3,16.5
44,4,7.17,MAIZE,13,5,80.5
9,3,7.04,PADDY,15,3,25.2
45,4,5.39,COTTON,13,1,79.8
36,3,6.87,PADDY,14,4,98.0
56,3,4.8,PADDY,11,4,116.5
43,3,6.97,COTTON,9,2,120.2
20,3,6.53,CHANA,8,4,38.4
18,3,4.76,COTTON,13,0,40.0
58,5,6.55,MAIZE,16,1,70.3
43,4,6.24,WHEAT,12,2,79.3
57,4,6.28,WHEAT,9,0,87.0
21,4,5.37,PADDY,8,3,28.2
4,3,5.3,COTTON,10,0,11.8
50,5,6.79,COTTON,11,2,101.5
33,3,5.27,COTTON,14,4,78.3
27,3,5.84,MAIZE,16,1,49.7
7,4,6.58,MAIZE,15,2,9.0
6,3,4.74,CHANA,16,0,7.2
15,4,6.28,SOYBEAN,14,0,24.5
18,4,6.27,SOYBEAN,15,2,25.1
32,4,6.55,SOYBEAN,15,5,46.2
56,4,5.61,CHANA,8,5,68.9
11,3,5.85,COTTON,16,2,24.5
20,4,5.49,SOYBEAN,9,5,23.0
24,3,6.92,COTTON,14,2,70.9
15,4,4.89,PADDY,12,4,24.8
48,2,7.39,SOYBEAN,11,2,198.8
7,4,6.4,PADDY,8,3,12.7
21,4,7.16,CHANA,8,1,34.7
42,4,5.78,WHEAT,10,1,71.2
26,6,5.5,MAIZE,8,3,22.1
44,5,7.2,CHANA,15,0,55.9
56,4,4.8,CHANA,10,0,72.0
14,4,4.85,CHANA,9,0,12.7
57,3,5.4,SOYBEAN,13,0,100.6
37,4,7.38,PADDY,11,4,90.2
58,3,6.4,MAIZE,11,3,144.6
21,3,6.16,SOYBEAN,9,1,41.3
18,6,6.62,WHEAT,9,3,18.4
5,4,5.75,MAIZE,13,1,7.7
3,4,6.77,CHANA,12,0,8.3
23,3,5.68,COTTON,16,4,53.7
26,4,6.98,WHEAT,11,2,53.7
37,2,5.3,PADDY,12,2,129.9
24,2,5.33,WHEAT,8,5,61.7
49,2,6.07,SOYBEAN,9,0,132.3
19,4,5.79,COTTON,10,0,42.7
51,4,6.44,SOYBEAN,12,3,92.8
25,2,5.59,MAIZE,12,4,82.5
21,4,5.19,CHANA,11,4,30.3
12,3,5.91,CHANA,10,3,27.2
57,4,6.18,WHEAT,16,4,82.3
41,6,4.93,CHANA,8,4,28.5
33,4,6.17,CHANA,13,2,49.4
50,5,5.46,MAIZE,14,4,55.0
53,5,5.68,PADDY,11,0,80.8
4,4,5.34,PADDY,10,2,4.9
42,4,7.29,SOYBEAN,15,0,68.9
57,5,6.55,SOYBEAN,16,0,66.5
7,4,5.29,PADDY,8,3,8.7
22,3,6.44,WHEAT,16,5,42.8
55,5,7.05,PADDY,14,4,91.2
33,4,5.7,SOYBEAN,8,4,42.4
17,3,6.99,COTTON,14,4,56.1
24,4,4.96,CHANA,12,4,36.1
34,4,6.97,MAIZE,14,2,59.3
28,4,6.12,COTTON,16,1,49.2
58,4,5.17,COTTON,15,0,89.3
43,4,5.72,CHANA,13,5,59.3
41,4,7.46,PADDY,9,5,83.1
39,4,6.85,WHEAT,15,1,62.7
22,4,6.23,COTTON,11,1,52.6
49,4,4.85,WHEAT,15,1,55.2
17,4,5.75,MAIZE,14,2,24.4
34,4,5.29,MAIZE,11,1,52.2
6,4,4.71,MAIZE,15,2,6.6
46,6,6.13,SOYBEAN,9,3,42.3
6,3,7.17,COTTON,16,3,15.8
34,3,6.53,MAIZE,13,5,78.0
1,4,5.25,SOYBEAN,14,3,3.1
10,5,6.22,MAIZE,8,2,13.4
21,3,7.33,PADDY,10,2,66.8
5,3,6.67,COTTON,12,0,17.0
2,2,6.57,SOYBEAN,14,1,5.8
22,4,7.4,MAIZE,8,4,36.5
48,3,6.9,SOYBEAN,16,4,100.0
57,4,4.91,MAIZE,12,1,77.7
2,4,5.54,PADDY,10,4,4.9
10,5,7.4,WHEAT,14,4,13.8
34,4,5.97,MAIZE,15,4,46.8
16,3,4.83,WHEAT,10,5,27.0
48,4,5.88,COTTON,14,2,97.5
51,6,6.59,PADDY,14,2,66.9
39,4,7.49,COTTON,11,2,110.5
22,6,5.47,WHEAT,16,1,18.0
12,5,6.04,PADDY,8,3,13.8
24,2,7.14,CHANA,8,5,74.6
47,4,5.57,PADDY,12,5,86.9
40,3,4.83,PADDY,10,4,84.7
38,4,7.35,CHANA,16,0,61.8
59,3,5.97,SOYBEAN,12,2,134.3
10,3,6.01,SOYBEAN,14,5,18.4
35,5,6.36,SOYBEAN,8,5,40.6
51,3,4.51,WHEAT,9,0,75.5
49,5,7.29,PADDY,11,4,94.0
32,2,5.58,MAIZE,16,5,83.0
7,2,5.69,CHANA,12,5,22.3
21,5,5.02,MAIZE,12,3,25.4
20,4,5.63,WHEAT,16,0,28.3
26,4,6.91,CHANA,15,4,39.4
4,3,6.9,MAIZE,9,4,7.4
46,4,7.31,WHEAT,14,2,89.1
52,4,5.71,WHEAT,8,3,69.1
22,4,6.63,WHEAT,16,4,35.1
15,4,6.02,CHANA,10,3,24.6
56,6,6.91,MAIZE,9,2,60.1
40,4,6.64,MAIZE,11,0,76.6
21,5,5.6,COTTON,11,5,37.1
15,4,5.51,WHEAT,10,5,25.3
22,4,5.26,SOYBEAN,9,1,27.1
52,2,6.23,PADDY,12,1,213.4
28,4,7.39,COTTON,11,1,75.7
14,5,5.1,COTTON,12,5,21.0
27,3,4.79,CHANA,15,3,38.3
41,3,4.86,COTTON,9,1,80.8
40,3,6.85,MAIZE,16,0,84.4
58,3,5.55,CHANA,8,4,94.1
28,5,5.17,CHANA,15,3,24.9
26,5,5.56,SOYBEAN,12,5,32.5
49,4,6.44,WHEAT,9,0,71.9
2,2,6.14,COTTON,15,5,8.6
25,4,6.73,WHEAT,12,3,50.6
56,4,5.52,WHEAT,10,3,94.3
3,6,5.86,WHEAT,14,3,2.0
8,4,4.81,CHANA,11,2,9.7
44,3,4.72,WHEAT,13,4,72.9
33,4,5.89,COTTON,15,1,59.0
42,6,5.4,CHANA,8,2,35.4
52,4,6.34,COTTON,9,4,99.6
35,4,4.63,CHANA,15,5,35.2
6,3,4.87,PADDY,14,1,10.6
39,4,7.1,PADDY,16,2,75.9
52,4,6.2,PADDY,9,2,86.5
23,3,6.64,PADDY,15,0,56.5
25,4,7.03,CHANA,13,2,46.8
59,3,5.89,WHEAT,8,3,108.9
50,3,6.78,SOYBEAN,11,5,128.3
43,2,6.07,MAIZE,9,2,121.2
19,3,5.17,SOYBEAN,14,3,31.6
